MGP ID,Entrez Gene ID,Gene name,Symbol,pathway_name
MGP001893,4191,"malate dehydrogenase 2, NAD (mitochondrial)",MDH2,Gluconeogenesis
MGP005226,51660,mitochondrial pyruvate carrier 1,MPC1,Gluconeogenesis
MGP005226,51660,mitochondrial pyruvate carrier 1,MPC1,Gluconeogenesis
MGP005256,53354,pantothenate kinase 1,PANK1,Gluconeogenesis
MGP002206,5091,pyruvate carboxylase,PC,Gluconeogenesis
MGP002213,5105,phosphoenolpyruvate carboxykinase 1 (soluble),PCK1,Gluconeogenesis
MGP002260,5223,phosphoglycerate mutase 1 (brain),PGAM1,Gluconeogenesis
MGP002261,5224,phosphoglycerate mutase 2 (muscle),PGAM2,Gluconeogenesis
MGP002265,5236,phosphoglucomutase 1,PGM1,Gluconeogenesis
MGP003545,8402,"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11",SLC25A11,Gluconeogenesis
MGP003545,8402,"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11",SLC25A11,Gluconeogenesis
MGP002853,6514,"solute carrier family 2 (facilitated glucose transporter), member 2",SLC2A2,Gluconeogenesis
MGP001124,2542,"solute carrier family 37 (glucose-6-phosphate transporter), member 4",SLC37A4,Gluconeogenesis
MGP003180,7167,triosephosphate isomerase 1,TPI1,Gluconeogenesis
MGP001236,2746,glutamate dehydrogenase 1,GLUD1,Glucose-Alanine Cycle
MGP001302,2875,glutamic-pyruvate transaminase (alanine aminotransferase),GPT,Glucose-Alanine Cycle
MGP006164,84706,glutamic pyruvate transaminase (alanine aminotransferase) 2,GPT2,Glucose-Alanine Cycle
MGP002848,6509,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4",SLC1A4,Glucose-Alanine Cycle
MGP005911,79751,"solute carrier family 25 (mitochondrial carrier: glutamate), member 22",SLC25A22,Glucose-Alanine Cycle
MGP002853,6514,"solute carrier family 2 (facilitated glucose transporter), member 2",SLC2A2,Glucose-Alanine Cycle
MGP002855,6517,"solute carrier family 2 (facilitated glucose transporter), member 4",SLC2A4,Glucose-Alanine Cycle
MGP005370,55089,"solute carrier family 38, member 4",SLC38A4,Glucose-Alanine Cycle
MGP000006,18,4-aminobutyrate aminotransferase,ABAT,Glutamate Metabolism
MGP003635,8659,"aldehyde dehydrogenase 4 family, member A1",ALDH4A1,Glutamate Metabolism
MGP003428,7915,"aldehyde dehydrogenase 5 family, member A1",ALDH5A1,Glutamate Metabolism
MGP000391,790,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD,Glutamate Metabolism
MGP000671,1373,"carbamoyl-phosphate synthase 1, mitochondrial",CPS1,Glutamate Metabolism
MGP006445,124454,"glutamyl-tRNA synthetase 2, mitochondrial",EARS2,Glutamate Metabolism
MGP001143,2571,"glutamate decarboxylase 1 (brain, 67kDa)",GAD1,Glutamate Metabolism
MGP001143,2571,"glutamate decarboxylase 1 (brain, 67kDa)",GAD1,Glutamate Metabolism
MGP001222,2729,"glutamate-cysteine ligase, catalytic subunit",GCLC,Glutamate Metabolism
MGP001223,2730,"glutamate-cysteine ligase, modifier subunit",GCLM,Glutamate Metabolism
MGP001191,2673,glutamine--fructose-6-phosphate transaminase 1,GFPT1,Glutamate Metabolism
MGP004931,27165,"glutaminase 2 (liver, mitochondrial)",GLS2,Glutamate Metabolism
MGP001236,2746,glutamate dehydrogenase 1,GLUD1,Glutamate Metabolism
MGP003711,8833,guanine monphosphate synthase,GMPS,Glutamate Metabolism
MGP005799,64841,glucosamine-phosphate N-acetyltransferase 1,GNPNAT1,Glutamate Metabolism
MGP001271,2806,"glutamic-oxaloacetic transaminase 2, mitochondrial",GOT2,Glutamate Metabolism
MGP001302,2875,glutamic-pyruvate transaminase (alanine aminotransferase),GPT,Glutamate Metabolism
MGP001346,2936,glutathione reductase,GSR,Glutamate Metabolism
MGP001347,2937,glutathione synthetase,GSS,Glutamate Metabolism
MGP005393,55191,NAD synthetase 1,NADSYN1,Glutamate Metabolism
MGP005444,55577,N-acetylglucosamine kinase,NAGK,Glutamate Metabolism
MGP002379,5471,phosphoribosyl pyrophosphate amidotransferase,PPAT,Glutamate Metabolism
MGP002548,5859,glutaminyl-tRNA synthetase,QARS,Glutamate Metabolism
MGP000151,290,alanyl (membrane) aminopeptidase,ANPEP,Glutathione Metabolism
MGP000418,840,"caspase 7, apoptosis-related cysteine peptidase",CASP7,Glutathione Metabolism
MGP001222,2729,"glutamate-cysteine ligase, catalytic subunit",GCLC,Glutathione Metabolism
MGP001223,2730,"glutamate-cysteine ligase, modifier subunit",GCLM,Glutathione Metabolism
MGP005844,79017,gamma-glutamylcyclotransferase,GGCT,Glutathione Metabolism
MGP006450,124975,gamma-glutamyltransferase 6,GGT6,Glutathione Metabolism
MGP001303,2876,glutathione peroxidase 1,GPX1,Glutathione Metabolism
MGP001346,2936,glutathione reductase,GSR,Glutathione Metabolism
MGP001347,2937,glutathione synthetase,GSS,Glutathione Metabolism
MGP006392,119391,glutathione S-transferase omega 2,GSTO2,Glutathione Metabolism
MGP004892,26873,5-oxoprolinase (ATP-hydrolysing),OPLAH,Glutathione Metabolism
MGP001155,2597,glyceraldehyde-3-phosphate dehydrogenase,GAPDH,Glycerol Phosphate Shuttle
MGP001278,2819,glycerol-3-phosphate dehydrogenase 1 (soluble),GPD1,Glycerol Phosphate Shuttle
MGP001279,2820,glycerol-3-phosphate dehydrogenase 2 (mitochondrial),GPD2,Glycerol Phosphate Shuttle
MGP004282,10554,1-acylglycerol-3-phosphate O-acyltransferase 1,AGPAT1,Glycerolipid Metabolism
MGP000127,231,"aldo-keto reductase family 1, member B1 (aldose reductase)",AKR1B1,Glycerolipid Metabolism
MGP000118,218,"aldehyde dehydrogenase 3 family, member A1",ALDH3A1,Glycerolipid Metabolism
MGP000782,1606,"diacylglycerol kinase, alpha 80kDa",DGKA,Glycerolipid Metabolism
MGP001217,2710,glycerol kinase,GK,Glycerolipid Metabolism
MGP006521,132158,glycerate kinase,GLYCTK,Glycerolipid Metabolism
MGP005663,57678,"glycerol-3-phosphate acyltransferase, mitochondrial",GPAM,Glycerolipid Metabolism
MGP001278,2819,glycerol-3-phosphate dehydrogenase 1 (soluble),GPD1,Glycerolipid Metabolism
MGP001279,2820,glycerol-3-phosphate dehydrogenase 2 (mitochondrial),GPD2,Glycerolipid Metabolism
MGP001824,3990,"lipase, hepatic",LIPC,Glycerolipid Metabolism
MGP001834,4023,lipoprotein lipase,LPL,Glycerolipid Metabolism
MGP003618,8611,phosphatidic acid phosphatase type 2A,PPAP2A,Glycerolipid Metabolism
MGP003619,8612,phosphatidic acid phosphatase type 2C,PPAP2C,Glycerolipid Metabolism
MGP000104,189,alanine-glyoxylate aminotransferase,AGXT,Glycine and Serine Metabolism
MGP000111,211,5'-aminolevulinate synthase 1,ALAS1,Glycine and Serine Metabolism
MGP000117,217,aldehyde dehydrogenase 2 family (mitochondrial),ALDH2,Glycine and Serine Metabolism
MGP000140,275,aminomethyltransferase,AMT,Glycine and Serine Metabolism
MGP000311,635,betaine--homocysteine S-methyltransferase,BHMT,Glycine and Serine Metabolism
MGP000433,875,cystathionine-beta-synthase,CBS,Glycine and Serine Metabolism
MGP000718,1491,cystathionine gamma-lyase,CTH,Glycine and Serine Metabolism
MGP000838,1738,dihydrolipoamide dehydrogenase,DLD,Glycine and Serine Metabolism
MGP005031,29958,dimethylglycine dehydrogenase,DMGDH,Glycine and Serine Metabolism
MGP001154,2593,guanidinoacetate N-methyltransferase,GAMT,Glycine and Serine Metabolism
MGP001156,2617,glycyl-tRNA synthetase,GARS,Glycine and Serine Metabolism
MGP001166,2628,glycine amidinotransferase (L-arginine:glycine amidinotransferase),GATM,Glycine and Serine Metabolism
MGP004680,23464,glycine C-acetyltransferase,GCAT,Glycine and Serine Metabolism
MGP001224,2731,glycine dehydrogenase (decarboxylating),GLDC,Glycine and Serine Metabolism
MGP006521,132158,glycerate kinase,GLYCTK,Glycine and Serine Metabolism
MGP004940,27232,glycine N-methyltransferase,GNMT,Glycine and Serine Metabolism
MGP001867,4128,monoamine oxidase A,MAOA,Glycine and Serine Metabolism
MGP004825,26227,phosphoglycerate dehydrogenase,PHGDH,Glycine and Serine Metabolism
MGP005033,29968,phosphoserine aminotransferase 1,PSAT1,Glycine and Serine Metabolism
MGP002506,5723,phosphoserine phosphatase,PSPH,Glycine and Serine Metabolism
MGP000844,1757,sarcosine dehydrogenase,SARDH,Glycine and Serine Metabolism
MGP002748,6301,seryl-tRNA synthetase,SARS,Glycine and Serine Metabolism
MGP004425,10993,serine dehydratase,SDS,Glycine and Serine Metabolism
MGP002827,6470,serine hydroxymethyltransferase 1 (soluble),SHMT1,Glycine and Serine Metabolism
MGP002828,6472,serine hydroxymethyltransferase 2 (mitochondrial),SHMT2,Glycine and Serine Metabolism
MGP005723,63826,serine racemase,SRR,Glycine and Serine Metabolism
MGP000124,226,"aldolase A, fructose-bisphosphate",ALDOA,Glycolysis
MGP000331,669,"2,3-bisphosphoglycerate mutase",BPGM,Glycolysis
MGP000952,2023,"enolase 1, (alpha)",ENO1,Glycolysis
MGP001122,2538,"glucose-6-phosphatase, catalytic subunit",G6PC,Glycolysis
MGP006512,130589,galactose mutarotase (aldose 1-epimerase),GALM,Glycolysis
MGP001155,2597,glyceraldehyde-3-phosphate dehydrogenase,GAPDH,Glycolysis
MGP001280,2821,glucose-6-phosphate isomerase,GPI,Glycolysis
MGP001440,3099,hexokinase 2,HK2,Glycolysis
MGP005256,53354,pantothenate kinase 1,PANK1,Glycolysis
MGP002256,5213,"phosphofructokinase, muscle",PFKM,Glycolysis
MGP002260,5223,phosphoglycerate mutase 1 (brain),PGAM1,Glycolysis
MGP002261,5224,phosphoglycerate mutase 2 (muscle),PGAM2,Glycolysis
MGP002303,5313,"pyruvate kinase, liver and RBC",PKLR,Glycolysis
MGP002853,6514,"solute carrier family 2 (facilitated glucose transporter), member 2",SLC2A2,Glycolysis
MGP003180,7167,triosephosphate isomerase 1,TPI1,Glycolysis
MGP000117,217,aldehyde dehydrogenase 2 family (mitochondrial),ALDH2,Histidine Metabolism
MGP000118,218,"aldehyde dehydrogenase 3 family, member A1",ALDH3A1,Histidine Metabolism
MGP006597,144193,amidohydrolase domain containing 1,AMDHD1,Histidine Metabolism
MGP000012,26,"amine oxidase, copper containing 1",AOC1,Histidine Metabolism
MGP006168,84735,carnosine dipeptidase 1 (metallopeptidase M20 family),CNDP1,Histidine Metabolism
MGP004374,10841,formimidoyltransferase cyclodeaminase,FTCD,Histidine Metabolism
MGP001410,3034,histidine ammonia-lyase,HAL,Histidine Metabolism
MGP001411,3035,histidyl-tRNA synthetase,HARS,Histidine Metabolism
MGP004672,23438,"histidyl-tRNA synthetase 2, mitochondrial",HARS2,Histidine Metabolism
MGP001429,3067,histidine decarboxylase,HDC,Histidine Metabolism
MGP001479,3176,histamine N-methyltransferase,HNMT,Histidine Metabolism
MGP001867,4128,monoamine oxidase A,MAOA,Histidine Metabolism
MGP004160,10196,protein arginine methyltransferase 3,PRMT3,Histidine Metabolism
MGP004160,10196,protein arginine methyltransferase 3,PRMT3,Histidine Metabolism
MGP006517,131669,urocanate hydratase 1,UROC1,Histidine Metabolism
MGP003628,8644,"aldo-keto reductase family 1, member C3",AKR1C3,Ibuprofen Action Pathway
MGP000128,239,arachidonate 12-lipoxygenase,ALOX12,Ibuprofen Action Pathway
MGP000131,242,"arachidonate 12-lipoxygenase, 12R type",ALOX12B,Ibuprofen Action Pathway
MGP000132,246,arachidonate 15-lipoxygenase,ALOX15,Ibuprofen Action Pathway
MGP000133,247,"arachidonate 15-lipoxygenase, type B",ALOX15B,Ibuprofen Action Pathway
MGP000129,240,arachidonate 5-lipoxygenase,ALOX5,Ibuprofen Action Pathway
MGP000431,873,carbonyl reductase 1,CBR1,Ibuprofen Action Pathway
MGP000752,1555,"cytochrome P450, family 2, subfamily B, polypeptide 6",CYP2B6,Ibuprofen Action Pathway
MGP000753,1557,"cytochrome P450, family 2, subfamily C, polypeptide 19",CYP2C19,Ibuprofen Action Pathway
MGP000754,1558,"cytochrome P450, family 2, subfamily C, polypeptide 8",CYP2C8,Ibuprofen Action Pathway
MGP000755,1559,"cytochrome P450, family 2, subfamily C, polypeptide 9",CYP2C9,Ibuprofen Action Pathway
MGP000758,1571,"cytochrome P450, family 2, subfamily E, polypeptide 1",CYP2E1,Ibuprofen Action Pathway
MGP000760,1573,"cytochrome P450, family 2, subfamily J, polypeptide 2",CYP2J2,Ibuprofen Action Pathway
MGP006338,113612,"cytochrome P450, family 2, subfamily U, polypeptide 1",CYP2U1,Ibuprofen Action Pathway
MGP000761,1576,"cytochrome P450, family 3, subfamily A, polypeptide 4",CYP3A4,Ibuprofen Action Pathway
MGP000763,1579,"cytochrome P450, family 4, subfamily A, polypeptide 11",CYP4A11,Ibuprofen Action Pathway
MGP003587,8529,"cytochrome P450, family 4, subfamily F, polypeptide 2",CYP4F2,Ibuprofen Action Pathway
MGP001842,4051,"cytochrome P450, family 4, subfamily F, polypeptide 3",CYP4F3,Ibuprofen Action Pathway
MGP004502,11283,"cytochrome P450, family 4, subfamily F, polypeptide 8",CYP4F8,Ibuprofen Action Pathway
MGP005239,51726,"DnaJ (Hsp40) homolog, subfamily B, member 11",DNAJB11,Ibuprofen Action Pathway
MGP000973,2053,"epoxide hydrolase 2, cytoplasmic",EPHX2,Ibuprofen Action Pathway
MGP004417,10961,endoplasmic reticulum protein 29,ERP29,Ibuprofen Action Pathway
MGP006483,127281,"family with sequence similarity 213, member B",FAM213B,Ibuprofen Action Pathway
MGP001195,2678,gamma-glutamyltransferase 1,GGT1,Ibuprofen Action Pathway
MGP001303,2876,glutathione peroxidase 1,GPX1,Ibuprofen Action Pathway
MGP001516,3309,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)",HSPA5,Ibuprofen Action Pathway
MGP004274,10525,hypoxia up-regulated 1,HYOU1,Ibuprofen Action Pathway
MGP001841,4048,leukotriene A4 hydrolase,LTA4H,Ibuprofen Action Pathway
MGP001845,4056,leukotriene C4 synthase,LTC4S,Ibuprofen Action Pathway
MGP005786,64714,"protein disulfide isomerase family A, member 2",PDIA2,Ibuprofen Action Pathway
MGP003954,9601,"protein disulfide isomerase family A, member 4",PDIA4,Ibuprofen Action Pathway
MGP004137,10130,"protein disulfide isomerase family A, member 6",PDIA6,Ibuprofen Action Pathway
MGP007281,100137049,"phospholipase A2, group IVB (cytosolic)",PLA2G4B,Ibuprofen Action Pathway
MGP002384,5479,peptidylprolyl isomerase B (cyclophilin B),PPIB,Ibuprofen Action Pathway
MGP002513,5730,prostaglandin D2 synthase 21kDa (brain),PTGDS,Ibuprofen Action Pathway
MGP003941,9536,prostaglandin E synthase,PTGES,Ibuprofen Action Pathway
MGP002520,5740,prostaglandin I2 (prostacyclin) synthase,PTGIS,Ibuprofen Action Pathway
MGP002522,5742,prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase),PTGS1,Ibuprofen Action Pathway
MGP002523,5743,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),PTGS2,Ibuprofen Action Pathway
MGP004739,23753,stromal cell-derived factor 2-like 1,SDF2L1,Ibuprofen Action Pathway
MGP003876,9356,"solute carrier family 22 (organic anion transporter), member 6",SLC22A6,Ibuprofen Action Pathway
MGP003879,9376,"solute carrier family 22 (organic anion transporter), member 8",SLC22A8,Ibuprofen Action Pathway
MGP003077,6916,thromboxane A synthase 1 (platelet),TBXAS1,Ibuprofen Action Pathway
MGP005314,54658,"UDP glucuronosyltransferase 1 family, polypeptide A1",UGT1A1,Ibuprofen Action Pathway
MGP005305,54575,"UDP glucuronosyltransferase 1 family, polypeptide A10",UGT1A10,Ibuprofen Action Pathway
MGP005315,54659,"UDP glucuronosyltransferase 1 family, polypeptide A3",UGT1A3,Ibuprofen Action Pathway
MGP005312,54600,"UDP glucuronosyltransferase 1 family, polypeptide A9",UGT1A9,Ibuprofen Action Pathway
MGP003264,7363,"UDP glucuronosyltransferase 2 family, polypeptide B4",UGT2B4,Ibuprofen Action Pathway
MGP003265,7364,"UDP glucuronosyltransferase 2 family, polypeptide B7",UGT2B7,Ibuprofen Action Pathway
MGP003628,8644,"aldo-keto reductase family 1, member C3",AKR1C3,Indomethacin Action Pathway
MGP000128,239,arachidonate 12-lipoxygenase,ALOX12,Indomethacin Action Pathway
MGP000131,242,"arachidonate 12-lipoxygenase, 12R type",ALOX12B,Indomethacin Action Pathway
MGP000132,246,arachidonate 15-lipoxygenase,ALOX15,Indomethacin Action Pathway
MGP000133,247,"arachidonate 15-lipoxygenase, type B",ALOX15B,Indomethacin Action Pathway
MGP000129,240,arachidonate 5-lipoxygenase,ALOX5,Indomethacin Action Pathway
MGP000431,873,carbonyl reductase 1,CBR1,Indomethacin Action Pathway
MGP000752,1555,"cytochrome P450, family 2, subfamily B, polypeptide 6",CYP2B6,Indomethacin Action Pathway
MGP000754,1558,"cytochrome P450, family 2, subfamily C, polypeptide 8",CYP2C8,Indomethacin Action Pathway
MGP000758,1571,"cytochrome P450, family 2, subfamily E, polypeptide 1",CYP2E1,Indomethacin Action Pathway
MGP000760,1573,"cytochrome P450, family 2, subfamily J, polypeptide 2",CYP2J2,Indomethacin Action Pathway
MGP006338,113612,"cytochrome P450, family 2, subfamily U, polypeptide 1",CYP2U1,Indomethacin Action Pathway
MGP000763,1579,"cytochrome P450, family 4, subfamily A, polypeptide 11",CYP4A11,Indomethacin Action Pathway
MGP003587,8529,"cytochrome P450, family 4, subfamily F, polypeptide 2",CYP4F2,Indomethacin Action Pathway
MGP001842,4051,"cytochrome P450, family 4, subfamily F, polypeptide 3",CYP4F3,Indomethacin Action Pathway
MGP004502,11283,"cytochrome P450, family 4, subfamily F, polypeptide 8",CYP4F8,Indomethacin Action Pathway
MGP000973,2053,"epoxide hydrolase 2, cytoplasmic",EPHX2,Indomethacin Action Pathway
MGP006483,127281,"family with sequence similarity 213, member B",FAM213B,Indomethacin Action Pathway
MGP001195,2678,gamma-glutamyltransferase 1,GGT1,Indomethacin Action Pathway
MGP001303,2876,glutathione peroxidase 1,GPX1,Indomethacin Action Pathway
MGP001841,4048,leukotriene A4 hydrolase,LTA4H,Indomethacin Action Pathway
MGP001845,4056,leukotriene C4 synthase,LTC4S,Indomethacin Action Pathway
MGP002307,5320,"phospholipase A2, group IIA (platelets, synovial fluid)",PLA2G2A,Indomethacin Action Pathway
MGP007281,100137049,"phospholipase A2, group IVB (cytosolic)",PLA2G4B,Indomethacin Action Pathway
MGP002513,5730,prostaglandin D2 synthase 21kDa (brain),PTGDS,Indomethacin Action Pathway
MGP003941,9536,prostaglandin E synthase,PTGES,Indomethacin Action Pathway
MGP002520,5740,prostaglandin I2 (prostacyclin) synthase,PTGIS,Indomethacin Action Pathway
MGP002522,5742,prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase),PTGS1,Indomethacin Action Pathway
MGP002523,5743,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),PTGS2,Indomethacin Action Pathway
MGP003077,6916,thromboxane A synthase 1 (platelet),TBXAS1,Indomethacin Action Pathway
MGP005453,55626,autophagy/beclin-1 regulator 1,AMBRA1,Inositol Metabolism
MGP003648,8678,"beclin 1, autophagy related",BECN1,Inositol Metabolism
MGP004042,9896,FIG4 phosphoinositide 5-phosphatase,FIG4,Inositol Metabolism
MGP001624,3612,inositol(myo)-1(or 4)-monophosphatase 1,IMPA1,Inositol Metabolism
MGP001633,3628,inositol polyphosphate-1-phosphatase,INPP1,Inositol Metabolism
MGP001635,3631,"inositol polyphosphate-4-phosphatase, type I, 107kDa",INPP4A,Inositol Metabolism
MGP004922,27124,inositol polyphosphate-5-phosphatase J,INPP5J,Inositol Metabolism
MGP006863,253430,inositol polyphosphate multikinase,IPMK,Inositol Metabolism
MGP005788,64768,"inositol 1,3,4,5,6-pentakisphosphate 2-kinase",IPPK,Inositol Metabolism
MGP005194,51477,inositol-3-phosphate synthase 1,ISYNA1,Inositol Metabolism
MGP001683,3705,inositol-tetrakisphosphate 1-kinase,ITPK1,Inositol Metabolism
MGP001684,3706,inositol-trisphosphate 3-kinase A,ITPKA,Inositol Metabolism
MGP003947,9562,multiple inositol-polyphosphate phosphatase 1,MINPP1,Inositol Metabolism
MGP005448,55586,myo-inositol oxygenase,MIOX,Inositol Metabolism
MGP002296,5297,"phosphatidylinositol 4-kinase, catalytic, alpha",PI4KA,Inositol Metabolism
MGP002289,5289,"phosphatidylinositol 3-kinase, catalytic subunit type 3",PIK3C3,Inositol Metabolism
